qc_id,timestamp,batch_id,sku,parameter,value,pass_fail
QC_505172,2025-03-12,BATCH_25571,Low GI Seed loaf,seal_strength,1.02,pass
QC_505173,2025-06-09,BATCH_23506,High Energy Brown,moisture,0.99,pass
QC_505174,2025-05-11,BATCH_24136,Whole grain loaf,seal_strength,1.16,pass
QC_505175,2025-05-06,BATCH_24580,Whole grain loaf,seal_strength,0.82,fail
QC_505176,2025-02-15,BATCH_21639,Soft white,weight,1.15,pass
QC_505177,2025-01-14,BATCH_22763,Whole grain loaf,seal_strength,1.01,pass
QC_505178,2025-07-18,BATCH_25925,Whole grain loaf,seal_strength,0.81,fail
QC_505179,2025-03-03,BATCH_20228,Low GI Seed loaf,weight,1.07,pass
QC_505180,2025-03-01,BATCH_23956,Whole grain loaf,temperature,1.09,pass
QC_505181,2025-03-23,BATCH_23297,High Energy Brown,temperature,1.03,pass
QC_505182,2025-04-06,BATCH_21484,Low GI Seed loaf,seal_strength,1.0,pass
QC_505183,2025-07-15,BATCH_22973,Low GI Seed loaf,weight,1.17,pass
QC_505184,2025-01-26,BATCH_20213,Soft white,moisture,1.17,pass
QC_505185,2025-03-05,BATCH_20639,Whole grain loaf,weight,0.94,fail
QC_505186,2025-02-20,BATCH_20868,Soft white,seal_strength,0.91,fail
QC_505187,2025-04-23,BATCH_21352,High Energy Brown,seal_strength,0.92,fail
QC_505188,2025-04-05,BATCH_20118,Whole grain loaf,temperature,0.89,fail
QC_505189,2025-04-15,BATCH_20995,Whole grain loaf,seal_strength,1.04,pass
QC_505190,2025-01-15,BATCH_24545,Whole grain loaf,temperature,0.84,fail
QC_505191,2025-05-21,BATCH_23685,High Energy Brown,temperature,1.02,pass
QC_505192,2025-06-08,BATCH_25756,Soft white,moisture,1.17,pass
QC_505193,2025-07-24,BATCH_20366,High Energy Brown,seal_strength,0.92,fail
QC_505194,2025-04-07,BATCH_25916,High Energy Brown,seal_strength,0.83,fail
QC_505195,2025-03-28,BATCH_21389,High Energy Brown,moisture,0.88,fail
QC_505196,2025-05-12,BATCH_25596,Low GI Seed loaf,moisture,0.95,pass
QC_505197,2025-07-03,BATCH_21618,High Energy Brown,moisture,0.91,fail
QC_505198,2025-01-01,BATCH_21023,Whole grain loaf,seal_strength,1.15,pass
QC_505199,2025-03-15,BATCH_22715,Low GI Seed loaf,weight,1.12,pass
QC_505200,2025-07-20,BATCH_22179,Soft white,moisture,0.96,pass
QC_505201,2025-06-21,BATCH_23991,Low GI Seed loaf,weight,0.93,fail
QC_505202,2025-03-28,BATCH_22843,Low GI Seed loaf,weight,0.96,pass
QC_505203,2025-06-09,BATCH_21862,Soft white,temperature,1.1,pass
QC_505204,2025-06-19,BATCH_24974,Whole grain loaf,temperature,0.87,fail
QC_505205,2025-04-27,BATCH_23758,Whole grain loaf,moisture,0.81,fail
QC_505206,2025-06-26,BATCH_21459,Whole grain loaf,weight,1.02,pass
QC_505207,2025-06-12,BATCH_20386,Soft white,moisture,0.96,pass
QC_505208,2025-03-20,BATCH_22823,Soft white,moisture,1.05,pass
QC_505209,2025-04-15,BATCH_24733,Low GI Seed loaf,temperature,1.17,pass
QC_505210,2025-03-26,BATCH_22881,High Energy Brown,moisture,1.04,pass
QC_505211,2025-07-26,BATCH_23879,Soft white,temperature,0.99,pass
QC_505212,2025-04-15,BATCH_23109,Low GI Seed loaf,temperature,1.06,pass
QC_505213,2025-02-18,BATCH_21315,Soft white,moisture,0.95,pass
QC_505214,2025-03-14,BATCH_22428,Soft white,weight,0.92,fail
QC_505215,2025-03-12,BATCH_21868,Soft white,moisture,1.04,pass
QC_505216,2025-06-08,BATCH_24037,Soft white,weight,1.15,pass
QC_505217,2025-04-02,BATCH_22245,Whole grain loaf,moisture,1.11,pass
QC_505218,2025-02-03,BATCH_22870,Low GI Seed loaf,weight,0.92,fail
QC_505219,2025-02-11,BATCH_20730,Soft white,seal_strength,1.12,pass
QC_505220,2025-04-08,BATCH_22652,High Energy Brown,temperature,0.9,fail
QC_505221,2025-04-13,BATCH_20741,High Energy Brown,weight,0.94,fail
QC_505222,2025-03-01,BATCH_24930,Whole grain loaf,seal_strength,1.1,pass
QC_505223,2025-01-15,BATCH_25957,High Energy Brown,moisture,1.12,pass
QC_505224,2025-03-26,BATCH_24453,Soft white,temperature,1.06,pass
QC_505225,2025-02-15,BATCH_20710,Whole grain loaf,weight,1.04,pass
QC_505226,2025-04-15,BATCH_24574,Soft white,seal_strength,0.95,pass
QC_505227,2025-06-19,BATCH_21399,Low GI Seed loaf,temperature,0.82,fail
QC_505228,2025-04-09,BATCH_20922,Soft white,seal_strength,0.9,fail
QC_505229,2025-02-14,BATCH_24556,Low GI Seed loaf,temperature,1.2,pass
QC_505230,2025-04-14,BATCH_23742,Low GI Seed loaf,moisture,0.88,fail
QC_505231,2025-06-23,BATCH_24464,Low GI Seed loaf,moisture,1.12,pass
QC_505232,2025-01-27,BATCH_21260,Soft white,seal_strength,0.86,fail
QC_505233,2025-03-14,BATCH_23005,Low GI Seed loaf,temperature,0.89,fail
QC_505234,2025-07-10,BATCH_24340,Soft white,weight,0.99,pass
QC_505235,2025-01-12,BATCH_20263,Low GI Seed loaf,temperature,0.9,fail
QC_505236,2025-02-13,BATCH_23681,Whole grain loaf,moisture,1.14,pass
QC_505237,2025-06-14,BATCH_21780,High Energy Brown,moisture,0.82,fail
QC_505238,2025-02-01,BATCH_25225,High Energy Brown,moisture,0.81,fail
QC_505239,2025-04-08,BATCH_23659,Soft white,seal_strength,1.14,pass
QC_505240,2025-02-25,BATCH_23265,Low GI Seed loaf,moisture,0.96,pass
QC_505241,2025-01-13,BATCH_24078,Soft white,temperature,0.82,fail
QC_505242,2025-04-25,BATCH_24959,Soft white,weight,0.82,fail
QC_505243,2025-04-24,BATCH_22485,High Energy Brown,moisture,1.07,pass
QC_505244,2025-04-05,BATCH_21375,Whole grain loaf,weight,1.12,pass
QC_505245,2025-03-01,BATCH_21861,High Energy Brown,temperature,0.82,fail
QC_505246,2025-04-17,BATCH_24815,Low GI Seed loaf,temperature,0.84,fail
QC_505247,2025-03-21,BATCH_25564,Soft white,temperature,0.92,fail
QC_505248,2025-04-27,BATCH_22401,High Energy Brown,seal_strength,1.11,pass
QC_505249,2025-04-04,BATCH_24350,Low GI Seed loaf,weight,1.18,pass
QC_505250,2025-07-13,BATCH_23592,Low GI Seed loaf,seal_strength,0.81,fail
QC_505251,2025-02-16,BATCH_22961,High Energy Brown,seal_strength,0.92,fail
QC_505252,2025-01-04,BATCH_25949,Whole grain loaf,moisture,1.11,pass
QC_505253,2025-07-28,BATCH_22403,Soft white,moisture,0.85,fail
QC_505254,2025-06-07,BATCH_20087,Soft white,weight,1.08,pass
QC_505255,2025-02-10,BATCH_22342,Soft white,temperature,1.14,pass
QC_505256,2025-04-03,BATCH_25938,High Energy Brown,temperature,1.02,pass
QC_505257,2025-03-26,BATCH_25576,Whole grain loaf,moisture,1.11,pass
QC_505258,2025-05-20,BATCH_23422,Whole grain loaf,temperature,0.84,fail
QC_505259,2025-04-25,BATCH_21866,Whole grain loaf,moisture,0.95,fail
QC_505260,2025-06-21,BATCH_23951,Low GI Seed loaf,moisture,1.03,pass
QC_505261,2025-07-22,BATCH_23293,Low GI Seed loaf,moisture,0.94,fail
QC_505262,2025-04-20,BATCH_25545,Soft white,seal_strength,1.0,pass
QC_505263,2025-07-26,BATCH_20508,Low GI Seed loaf,weight,1.17,pass
QC_505264,2025-06-22,BATCH_21175,Low GI Seed loaf,temperature,0.98,pass
QC_505265,2025-04-12,BATCH_21303,Whole grain loaf,weight,0.97,pass
QC_505266,2025-07-23,BATCH_21918,Soft white,temperature,1.04,pass
QC_505267,2025-06-01,BATCH_22441,High Energy Brown,moisture,1.18,pass
QC_505268,2025-06-24,BATCH_20945,Low GI Seed loaf,seal_strength,1.03,pass
QC_505269,2025-02-24,BATCH_21090,Low GI Seed loaf,seal_strength,0.94,fail
QC_505270,2025-02-11,BATCH_20138,Whole grain loaf,temperature,0.9,fail
QC_505271,2025-03-21,BATCH_25264,Soft white,seal_strength,0.98,pass
QC_505272,2025-05-25,BATCH_22896,Low GI Seed loaf,moisture,1.06,pass
QC_505273,2025-06-21,BATCH_20375,Soft white,seal_strength,0.87,fail
QC_505274,2025-07-03,BATCH_24701,Whole grain loaf,weight,0.9,fail
QC_505275,2025-07-14,BATCH_22001,Whole grain loaf,moisture,1.13,pass
QC_505276,2025-03-03,BATCH_25533,High Energy Brown,weight,0.99,pass
QC_505277,2025-06-05,BATCH_25940,High Energy Brown,temperature,0.96,pass
QC_505278,2025-05-28,BATCH_24672,Low GI Seed loaf,seal_strength,0.82,fail
QC_505279,2025-04-02,BATCH_20687,High Energy Brown,moisture,1.11,pass
QC_505280,2025-05-26,BATCH_21726,Whole grain loaf,temperature,0.97,pass
QC_505281,2025-07-20,BATCH_22929,Whole grain loaf,temperature,1.14,pass
QC_505282,2025-01-12,BATCH_22637,Whole grain loaf,temperature,0.94,fail
QC_505283,2025-05-20,BATCH_20452,Low GI Seed loaf,moisture,0.82,fail
QC_505284,2025-01-25,BATCH_21812,Low GI Seed loaf,seal_strength,0.8,fail
QC_505285,2025-06-22,BATCH_24714,Whole grain loaf,weight,0.88,fail
QC_505286,2025-01-28,BATCH_24489,Whole grain loaf,moisture,0.89,fail
QC_505287,2025-07-23,BATCH_21173,High Energy Brown,weight,1.09,pass
QC_505288,2025-07-22,BATCH_23953,Low GI Seed loaf,seal_strength,0.86,fail
QC_505289,2025-07-09,BATCH_21778,Whole grain loaf,seal_strength,1.04,pass
QC_505290,2025-06-04,BATCH_24421,Soft white,seal_strength,1.08,pass
QC_505291,2025-06-12,BATCH_25768,High Energy Brown,moisture,1.11,pass
QC_505292,2025-03-21,BATCH_23391,Whole grain loaf,moisture,1.11,pass
QC_505293,2025-03-13,BATCH_21202,Soft white,temperature,1.0,pass
QC_505294,2025-04-08,BATCH_22118,High Energy Brown,weight,1.05,pass
QC_505295,2025-05-24,BATCH_21751,Low GI Seed loaf,temperature,1.12,pass
QC_505296,2025-07-14,BATCH_22738,Whole grain loaf,temperature,1.16,pass
QC_505297,2025-06-07,BATCH_25024,High Energy Brown,moisture,1.07,pass
QC_505298,2025-07-26,BATCH_22947,High Energy Brown,seal_strength,1.18,pass
QC_505299,2025-02-22,BATCH_25116,Low GI Seed loaf,moisture,0.92,fail
QC_505300,2025-04-08,BATCH_25218,Low GI Seed loaf,moisture,0.86,fail
QC_505301,2025-02-16,BATCH_24526,Whole grain loaf,seal_strength,1.13,pass
QC_505302,2025-01-28,BATCH_24392,Soft white,weight,0.91,fail
QC_505303,2025-07-08,BATCH_21411,Whole grain loaf,weight,1.1,pass
QC_505304,2025-05-18,BATCH_21010,Soft white,weight,0.92,fail
QC_505305,2025-02-14,BATCH_25818,High Energy Brown,seal_strength,1.06,pass
QC_505306,2025-03-19,BATCH_21714,High Energy Brown,temperature,1.05,pass
QC_505307,2025-01-22,BATCH_24428,Whole grain loaf,temperature,1.1,pass
QC_505308,2025-04-22,BATCH_22540,Low GI Seed loaf,seal_strength,0.89,fail
QC_505309,2025-07-24,BATCH_23702,Soft white,moisture,1.09,pass
QC_505310,2025-03-27,BATCH_22760,High Energy Brown,moisture,1.14,pass
QC_505311,2025-03-24,BATCH_24073,Soft white,seal_strength,1.1,pass
QC_505312,2025-05-28,BATCH_20228,Whole grain loaf,temperature,1.19,pass
QC_505313,2025-03-28,BATCH_24045,High Energy Brown,temperature,1.14,pass
QC_505314,2025-05-03,BATCH_25556,Whole grain loaf,temperature,1.04,pass
QC_505315,2025-04-22,BATCH_25683,Low GI Seed loaf,moisture,0.9,fail
QC_505316,2025-01-17,BATCH_21478,Whole grain loaf,temperature,1.16,pass
QC_505317,2025-02-14,BATCH_24319,High Energy Brown,weight,0.89,fail
QC_505318,2025-04-22,BATCH_23141,Whole grain loaf,weight,1.08,pass
QC_505319,2025-03-14,BATCH_24447,Low GI Seed loaf,temperature,0.84,fail
QC_505320,2025-04-09,BATCH_21300,High Energy Brown,weight,1.2,pass
QC_505321,2025-05-10,BATCH_23546,High Energy Brown,temperature,0.91,fail
QC_505322,2025-06-25,BATCH_24085,Whole grain loaf,temperature,1.1,pass
QC_505323,2025-01-02,BATCH_20798,Low GI Seed loaf,weight,1.12,pass
QC_505324,2025-06-28,BATCH_22782,High Energy Brown,weight,0.82,fail
QC_505325,2025-01-23,BATCH_23204,Whole grain loaf,moisture,0.8,fail
QC_505326,2025-03-06,BATCH_21320,Low GI Seed loaf,seal_strength,1.12,pass
QC_505327,2025-04-20,BATCH_24925,Low GI Seed loaf,temperature,0.91,fail
QC_505328,2025-07-07,BATCH_24635,Low GI Seed loaf,moisture,0.82,fail
QC_505329,2025-04-03,BATCH_23504,Whole grain loaf,temperature,0.85,fail
QC_505330,2025-02-20,BATCH_22940,High Energy Brown,weight,0.84,fail
QC_505331,2025-06-27,BATCH_23630,Soft white,weight,1.19,pass
QC_505332,2025-03-28,BATCH_21589,Low GI Seed loaf,moisture,0.98,pass
QC_505333,2025-01-19,BATCH_22392,High Energy Brown,moisture,0.99,pass
QC_505334,2025-07-12,BATCH_23112,Whole grain loaf,moisture,1.1,pass
QC_505335,2025-02-11,BATCH_20701,High Energy Brown,weight,0.98,pass
QC_505336,2025-05-17,BATCH_21222,Whole grain loaf,moisture,0.81,fail
QC_505337,2025-03-11,BATCH_24806,High Energy Brown,weight,0.86,fail
QC_505338,2025-01-07,BATCH_24343,Soft white,seal_strength,0.91,fail
QC_505339,2025-07-16,BATCH_24003,High Energy Brown,seal_strength,0.95,fail
QC_505340,2025-01-20,BATCH_20474,Whole grain loaf,moisture,1.1,pass
QC_505341,2025-05-10,BATCH_24801,Soft white,temperature,0.98,pass
QC_505342,2025-03-22,BATCH_23952,Soft white,seal_strength,1.11,pass
QC_505343,2025-02-24,BATCH_22741,Whole grain loaf,temperature,0.82,fail
QC_505344,2025-07-28,BATCH_21572,Low GI Seed loaf,moisture,1.08,pass
QC_505345,2025-05-04,BATCH_24208,Low GI Seed loaf,weight,0.87,fail
QC_505346,2025-05-18,BATCH_24413,Whole grain loaf,seal_strength,0.98,pass
QC_505347,2025-03-27,BATCH_25192,High Energy Brown,weight,1.13,pass
QC_505348,2025-03-15,BATCH_23915,Whole grain loaf,temperature,1.01,pass
QC_505349,2025-02-25,BATCH_22902,Soft white,moisture,1.01,pass
QC_505350,2025-07-01,BATCH_22680,Soft white,temperature,1.07,pass
QC_505351,2025-07-03,BATCH_25764,Whole grain loaf,temperature,0.95,pass
QC_505352,2025-07-16,BATCH_22063,Whole grain loaf,temperature,1.0,pass
QC_505353,2025-02-09,BATCH_25515,High Energy Brown,moisture,0.92,fail
QC_505354,2025-04-28,BATCH_21421,Soft white,temperature,1.06,pass
QC_505355,2025-06-27,BATCH_24912,Low GI Seed loaf,weight,0.98,pass
QC_505356,2025-04-28,BATCH_25133,Low GI Seed loaf,moisture,0.98,pass
QC_505357,2025-02-16,BATCH_23943,Low GI Seed loaf,moisture,1.08,pass
QC_505358,2025-02-02,BATCH_22064,Soft white,weight,1.16,pass
QC_505359,2025-06-15,BATCH_20576,Low GI Seed loaf,temperature,1.01,pass
QC_505360,2025-02-12,BATCH_24935,High Energy Brown,moisture,0.84,fail
QC_505361,2025-04-03,BATCH_20463,Whole grain loaf,seal_strength,0.88,fail
QC_505362,2025-06-13,BATCH_20488,High Energy Brown,seal_strength,0.89,fail
QC_505363,2025-07-01,BATCH_21512,High Energy Brown,weight,1.13,pass
QC_505364,2025-03-14,BATCH_22286,Whole grain loaf,temperature,0.88,fail
QC_505365,2025-04-22,BATCH_25942,High Energy Brown,moisture,1.02,pass
QC_505366,2025-05-19,BATCH_20547,High Energy Brown,temperature,0.93,fail
QC_505367,2025-03-10,BATCH_25895,Soft white,weight,1.15,pass
QC_505368,2025-01-24,BATCH_25895,Whole grain loaf,temperature,0.86,fail
QC_505369,2025-01-09,BATCH_24813,Soft white,seal_strength,1.11,pass
QC_505370,2025-02-09,BATCH_20839,Soft white,temperature,1.09,pass
QC_505371,2025-01-02,BATCH_24674,Whole grain loaf,weight,0.88,fail
QC_505372,2025-04-04,BATCH_21010,Soft white,temperature,0.97,pass
QC_505373,2025-01-28,BATCH_22192,Soft white,weight,1.19,pass
QC_505374,2025-01-28,BATCH_21912,High Energy Brown,temperature,1.01,pass
QC_505375,2025-07-05,BATCH_22991,High Energy Brown,weight,1.04,pass
QC_505376,2025-02-27,BATCH_22584,Soft white,temperature,1.19,pass
QC_505377,2025-05-12,BATCH_20912,Low GI Seed loaf,temperature,1.13,pass
QC_505378,2025-03-27,BATCH_23895,High Energy Brown,weight,0.93,fail
QC_505379,2025-07-17,BATCH_24274,High Energy Brown,seal_strength,0.82,fail
QC_505380,2025-07-23,BATCH_25232,Soft white,temperature,0.93,fail
QC_505381,2025-06-05,BATCH_25628,Soft white,temperature,0.87,fail
QC_505382,2025-07-17,BATCH_21631,High Energy Brown,moisture,1.09,pass
QC_505383,2025-07-28,BATCH_24262,Whole grain loaf,temperature,1.06,pass
QC_505384,2025-04-18,BATCH_22120,Soft white,temperature,0.81,fail
QC_505385,2025-03-12,BATCH_22744,High Energy Brown,moisture,1.11,pass
QC_505386,2025-04-12,BATCH_20181,Low GI Seed loaf,weight,1.07,pass
QC_505387,2025-06-13,BATCH_21612,Whole grain loaf,temperature,1.18,pass
QC_505388,2025-04-02,BATCH_25480,Soft white,weight,1.18,pass
QC_505389,2025-04-13,BATCH_24969,Soft white,weight,0.8,fail
QC_505390,2025-03-13,BATCH_20941,Whole grain loaf,temperature,0.84,fail
QC_505391,2025-06-26,BATCH_23300,Whole grain loaf,weight,1.05,pass
QC_505392,2025-07-28,BATCH_22724,Whole grain loaf,seal_strength,0.87,fail
QC_505393,2025-02-13,BATCH_20698,Whole grain loaf,temperature,1.14,pass
QC_505394,2025-06-15,BATCH_23285,Low GI Seed loaf,seal_strength,0.93,fail
QC_505395,2025-03-09,BATCH_22157,Whole grain loaf,moisture,0.86,fail
QC_505396,2025-03-12,BATCH_22363,Whole grain loaf,temperature,0.82,fail
QC_505397,2025-06-09,BATCH_21832,Soft white,seal_strength,1.07,pass
QC_505398,2025-06-22,BATCH_25758,Low GI Seed loaf,weight,1.05,pass
QC_505399,2025-05-21,BATCH_20852,Soft white,temperature,0.83,fail
QC_505400,2025-01-08,BATCH_21580,Soft white,seal_strength,0.8,fail
QC_505401,2025-05-16,BATCH_22283,Low GI Seed loaf,moisture,0.97,pass
QC_505402,2025-01-17,BATCH_20768,Whole grain loaf,weight,1.08,pass
QC_505403,2025-05-06,BATCH_20110,Low GI Seed loaf,seal_strength,1.08,pass
QC_505404,2025-03-19,BATCH_20815,Low GI Seed loaf,temperature,0.95,fail
QC_505405,2025-02-01,BATCH_21273,Low GI Seed loaf,temperature,1.03,pass
QC_505406,2025-06-25,BATCH_25697,Soft white,weight,1.1,pass
QC_505407,2025-03-01,BATCH_24638,Low GI Seed loaf,weight,0.9,fail
QC_505408,2025-06-15,BATCH_22072,Whole grain loaf,weight,0.99,pass
QC_505409,2025-04-23,BATCH_25654,High Energy Brown,temperature,1.09,pass
QC_505410,2025-02-25,BATCH_23733,Soft white,moisture,1.0,pass
QC_505411,2025-02-19,BATCH_23960,High Energy Brown,seal_strength,1.17,pass
QC_505412,2025-03-24,BATCH_20254,High Energy Brown,weight,0.92,fail
QC_505413,2025-01-17,BATCH_25750,Low GI Seed loaf,weight,0.99,pass
QC_505414,2025-03-20,BATCH_21384,High Energy Brown,temperature,0.94,fail
QC_505415,2025-01-12,BATCH_23668,Low GI Seed loaf,temperature,1.14,pass
QC_505416,2025-01-18,BATCH_25956,Whole grain loaf,temperature,0.93,fail
QC_505417,2025-01-20,BATCH_25281,Whole grain loaf,seal_strength,1.01,pass
QC_505418,2025-04-17,BATCH_25301,Soft white,moisture,1.16,pass
QC_505419,2025-05-27,BATCH_25788,High Energy Brown,moisture,1.08,pass
QC_505420,2025-04-12,BATCH_23353,Low GI Seed loaf,temperature,0.89,fail
QC_505421,2025-02-16,BATCH_23667,Whole grain loaf,weight,0.94,fail
QC_505422,2025-07-24,BATCH_23455,Soft white,seal_strength,1.06,pass
QC_505423,2025-01-01,BATCH_21519,Soft white,seal_strength,0.82,fail
QC_505424,2025-06-02,BATCH_24968,Soft white,moisture,0.89,fail
QC_505425,2025-03-06,BATCH_22292,High Energy Brown,moisture,1.1,pass
QC_505426,2025-03-28,BATCH_21394,High Energy Brown,seal_strength,0.95,fail
QC_505427,2025-02-16,BATCH_21027,Low GI Seed loaf,moisture,1.04,pass
QC_505428,2025-05-20,BATCH_21644,Soft white,moisture,1.07,pass
QC_505429,2025-05-14,BATCH_25439,High Energy Brown,temperature,1.06,pass
QC_505430,2025-02-14,BATCH_22462,Low GI Seed loaf,weight,0.98,pass
QC_505431,2025-07-07,BATCH_25462,Low GI Seed loaf,seal_strength,0.87,fail
QC_505432,2025-01-06,BATCH_24105,Whole grain loaf,temperature,1.2,pass
QC_505433,2025-04-21,BATCH_22784,Soft white,seal_strength,1.2,pass
QC_505434,2025-05-08,BATCH_21202,Whole grain loaf,temperature,1.17,pass
QC_505435,2025-04-02,BATCH_25017,Soft white,moisture,0.93,fail
QC_505436,2025-01-09,BATCH_24074,High Energy Brown,moisture,0.9,fail
QC_505437,2025-03-05,BATCH_20717,High Energy Brown,temperature,0.84,fail
QC_505438,2025-03-27,BATCH_24847,High Energy Brown,seal_strength,1.19,pass
QC_505439,2025-07-27,BATCH_22503,Low GI Seed loaf,weight,1.09,pass
QC_505440,2025-02-10,BATCH_22128,High Energy Brown,moisture,0.93,fail
QC_505441,2025-04-28,BATCH_20933,Low GI Seed loaf,moisture,1.06,pass
QC_505442,2025-05-07,BATCH_20734,Soft white,moisture,0.91,fail
QC_505443,2025-06-24,BATCH_25256,Soft white,temperature,0.85,fail
QC_505444,2025-05-04,BATCH_24472,Whole grain loaf,moisture,0.8,fail
QC_505445,2025-07-20,BATCH_22943,High Energy Brown,weight,0.92,fail
QC_505446,2025-05-15,BATCH_23815,Low GI Seed loaf,temperature,1.09,pass
QC_505447,2025-04-13,BATCH_20941,Low GI Seed loaf,temperature,0.99,pass
QC_505448,2025-07-23,BATCH_20136,Low GI Seed loaf,moisture,1.07,pass
QC_505449,2025-02-08,BATCH_24787,Soft white,temperature,1.05,pass
QC_505450,2025-05-21,BATCH_21387,Whole grain loaf,temperature,1.14,pass
QC_505451,2025-05-17,BATCH_24517,High Energy Brown,seal_strength,1.13,pass
QC_505452,2025-05-22,BATCH_24087,Soft white,temperature,1.1,pass
QC_505453,2025-06-26,BATCH_23399,Whole grain loaf,seal_strength,1.12,pass
QC_505454,2025-05-05,BATCH_22687,Soft white,temperature,0.87,fail
QC_505455,2025-07-21,BATCH_21906,Whole grain loaf,weight,1.09,pass
QC_505456,2025-01-20,BATCH_23628,Low GI Seed loaf,temperature,1.11,pass
QC_505457,2025-06-25,BATCH_22081,Soft white,moisture,1.11,pass
QC_505458,2025-03-02,BATCH_24797,High Energy Brown,seal_strength,0.96,pass
QC_505459,2025-01-02,BATCH_20842,Soft white,weight,0.93,fail
QC_505460,2025-06-23,BATCH_25367,High Energy Brown,temperature,0.81,fail
QC_505461,2025-04-21,BATCH_24906,High Energy Brown,temperature,1.14,pass
QC_505462,2025-04-08,BATCH_25804,Whole grain loaf,moisture,1.19,pass
QC_505463,2025-07-11,BATCH_23253,Whole grain loaf,weight,1.19,pass
QC_505464,2025-02-01,BATCH_22510,Whole grain loaf,temperature,1.08,pass
QC_505465,2025-02-13,BATCH_24007,Low GI Seed loaf,temperature,1.09,pass
QC_505466,2025-04-20,BATCH_22003,High Energy Brown,seal_strength,0.89,fail
QC_505467,2025-04-25,BATCH_24726,High Energy Brown,moisture,1.19,pass
QC_505468,2025-01-20,BATCH_23383,Low GI Seed loaf,weight,1.0,pass
QC_505469,2025-03-09,BATCH_21320,Low GI Seed loaf,seal_strength,1.08,pass
QC_505470,2025-03-17,BATCH_24146,High Energy Brown,moisture,1.11,pass
QC_505471,2025-05-14,BATCH_21879,Low GI Seed loaf,seal_strength,0.99,pass
QC_505472,2025-04-11,BATCH_24625,High Energy Brown,weight,1.11,pass
QC_505473,2025-04-22,BATCH_24568,Low GI Seed loaf,weight,1.02,pass
QC_505474,2025-06-15,BATCH_22204,High Energy Brown,weight,1.07,pass
QC_505475,2025-06-12,BATCH_24274,Whole grain loaf,moisture,0.87,fail
QC_505476,2025-02-17,BATCH_25586,Whole grain loaf,seal_strength,0.94,fail
QC_505477,2025-01-21,BATCH_24673,Soft white,moisture,0.94,fail
QC_505478,2025-02-24,BATCH_20308,Low GI Seed loaf,moisture,0.99,pass
